ProjectType,NamePlateRating,InServiceDate,ProjectStatus,ProjectID,CompletionDate,ProjectCircuitID,Hybrid,SolarPV,EnergyStorageSystem,Wind,MicroTurbine,SynchronousGenerator,InductionGenerator,FarmWaste,FuelCell,CombinedHeatandPower,GasTurbine,Hydro,InternalCombustionEngine,SteamTurbine,Other
RESPHOTO,5.76,NULL,NULL,15947,07:27.0,0056RO5178,N,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.68,NULL,NULL,20848,10:43.0,0056RO5179,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,21156,29:28.0,0056RO5179,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,15.2,NULL,NULL,19296,23:09.0,0056RO5315,N,15.2,5.8,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,13.68,NULL,NULL,20834,00:03.0,0060RO0494,N,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.68,NULL,NULL,20745,35:20.0,0062RO0468,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,17.3,NULL,NULL,21014,04:37.0,0068RO0490,N,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11.4,NULL,NULL,21137,53:23.0,0068RO0491,N,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.448,NULL,NULL,20984,NULL,0069RO5159,N,8.448,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.9,NULL,NULL,21089,35:04.0,0069RO5160,N,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2494,8/15/2023,NULL,16062,44:54.0,0070RO5237,N,2494,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4988,8/15/2023,NULL,15577,03:29.0,0070RO5237,N,4988,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,18660,08:33.0,0071RO5109,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20926,15:44.0,0071RO5109,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20927,17:13.0,0071RO5109,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1500,NULL,NULL,20916,07:51.0,0071RO5109,N,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4375,NULL,NULL,20635,24:50.0,0071RO5110,N,4375,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20892,23:42.0,0071RO5129,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.04,NULL,NULL,20137,12:41.0,0072RO0438,N,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.26,NULL,NULL,20071,27:19.0,0073RO0414,N,8.26,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.4,NULL,NULL,19369,52:44.0,0073RO0414,N,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5,NULL,NULL,15303,21:00.0,0081RO2165,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,19205,48:11.0,0082RO5168,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,34.2,NULL,NULL,18017,57:02.0,0082RO5169,N,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,9/30/2023,NULL,17777,19:19.0,0082RO5232,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,200,NULL,NULL,13678,50:22.0,0082RO5232,N,0,200,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,15596,59:32.0,0083RO2239,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,25,NULL,NULL,19230,49:30.0,0086RO2509,N,25,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.4,NULL,NULL,21114,41:23.0,0088RO2221,N,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,17066,18:22.0,0091RO2151,N,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,12,NULL,NULL,20866,59:12.0,0092RO2166,N,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.4,NULL,NULL,20787,34:39.0,0093RO2531,N,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,3.84,NULL,NULL,21076,22:23.0,0093RO2531,N,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,15.9,NULL,NULL,21027,06:23.0,1,N,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,9/30/2023,NULL,17671,13:47.0,0104RO5156,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,7.68,NULL,NULL,16403,21:00.0,0104RO5156,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.9,NULL,NULL,19553,52:45.0,0104RO5288,N,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,20675,02:52.0,0104RO5288,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,21161,16:19.0,0106RO5165,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,13.4,NULL,NULL,20174,35:33.0,0106RO5165,Y,7.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,9.44,NULL,NULL,20406,21:02.0,0106RO5166,N,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,23.36,NULL,NULL,19541,23:18.0,0106RO5166,N,23.36,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,21264,30:04.0,0106RO5167,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7,NULL,NULL,20899,31:25.0,0111RO5298,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,21241,13:11.0,0111RO5299,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.98,NULL,NULL,20083,16:57.3,0113RO5101,N,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.6,NULL,NULL,18112,36:13.0,0113RO5101,N,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7,NULL,NULL,20817,15:08.0,0113RO5102,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.84,NULL,NULL,19810,00:15.0,0113RO5228,N,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4350,NULL,NULL,20102,03:55.0,0115RO5258,N,4350,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,5.8,NULL,NULL,17207,01:40.0,0115RO5258,N,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.912,NULL,NULL,20852,08:19.0,0115RO5258,N,6.912,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,17,NULL,NULL,20641,40:51.0,0124RO5128,N,7,10,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,9,NULL,NULL,20736,07:25.0,0124RO5173,N,9,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,18621,11:09.0,0124RO5173,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11.904,NULL,NULL,20202,39:46.0,0124RO5173,N,11.904,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,15.36,NULL,NULL,20938,33:14.0,0125CF5182,N,15.36,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,14.976,NULL,NULL,20846,07:53.0,0125CF5208,N,14.976,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,17.6,NULL,NULL,21265,06:57.0,0125CF5208,N,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,52,NULL,NULL,13618,08:13.0,0125CF5208,Y,22,30,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,66.6,NULL,NULL,21054,57:13.0,0126RO5225,N,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,13998,49:14.0,0127CF5229,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4900,NULL,NULL,19705,15:30.0,0127CF5230,N,4900,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11.52,NULL,NULL,21195,11:24.0,0127CF5230,N,11.52,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19413,50:37.0,0132LS5241,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2126,NULL,NULL,20190,09:31.0,0132LS5241,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8,NULL,NULL,16511,26:50.0,0132LS5241,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.68,NULL,NULL,20857,15:12.0,0136RO5295,N,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.9,NULL,NULL,21087,28:45.0,0136RO5296,N,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4000,1/30/2024,NULL,16247,57:34.0,0142CF5148,N,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,4527.6,NULL,NULL,18759,03:23.0,0142CF5148,Y,4527.6,3750,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,20849,01:21.0,0143CF5145,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,12,NULL,NULL,20754,49:53.0,0143CF5145,N,12,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,21228,33:54.0,0145CF5143,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,48,NULL,NULL,20402,41:40.0,0145CF5143,N,48,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.368,NULL,NULL,20501,16:31.0,0145CF5143,N,10.368,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1200,6/15/2023,NULL,13377,03:55.0,0145CF5143,N,1200,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,8/31/2023,NULL,12686,59:12.0,0145CF5143,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20283,51:20.0,0145CF5144,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.54,NULL,NULL,19473,14:38.0,0145CF5144,N,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21108,54:03.0,0145CF5144,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,46.8,NULL,NULL,19758,57:47.0,0146CF5139,N,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,16.8,NULL,NULL,18913,46:21.0,0146CF5141,N,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,16.896,NULL,NULL,21266,NULL,0146CF5141,N,16.896,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.144,NULL,NULL,20417,12:17.0,0154CF0392,N,6.144,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7,NULL,NULL,20886,39:21.0,0168CF5190,N,7,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,15968,37:33.0,0171GV1237,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,20053,57:01.0,0179GV1218,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19923,50:27.0,0189LS5112,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1900,NULL,NULL,19871,07:57.0,0189LS5112,N,1900,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19829,17:09.0,0189LS5140,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3000,NULL,NULL,20853,00:50.0,0189LS5140,N,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19928,10:05.0,0192LS0216,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4750,NULL,NULL,19929,22:47.0,0192LS0216,N,4750,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11,NULL,NULL,20830,03:20.0,0193LS0227,N,11,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20907,00:21.0,0194LS5117,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.56,NULL,NULL,16853,14:24.0,0194LS5117,N,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,12.6,NULL,NULL,14923,52:57.0,0194LS5142,N,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,5000,NULL,NULL,19805,43:50.0,0195LS5153,N,5000,3750,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,4900,NULL,NULL,18758,47:46.0,0195LS5153,Y,4900,3750,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,21081,49:19.0,0195LS5153,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,21144,NULL,0195LS5153,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,220,NULL,NULL,15820,09:52.0,0198LS5114,N,220,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3750,NULL,NULL,16257,24:08.0,0198LS5114,N,3750,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.588,NULL,NULL,20750,44:02.0,0198LS5227,N,6.588,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,14.976,NULL,NULL,20860,45:39.0,0202LS5194,N,14.976,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2338,5/31/2023,NULL,12389,28:29.0,0202LS5194,N,2338,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,16,NULL,NULL,17512,30:23.0,0202LS5194,N,16,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,20377,43:26.0,0208LS0242,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,14.68,NULL,NULL,20873,28:04.0,0208LS0242,N,14.68,5,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,14,NULL,NULL,20920,27:09.0,0208LS0243,N,14,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11.4,NULL,NULL,21210,14:04.0,0210LS0208,N,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,43.2,NULL,NULL,20195,58:27.0,0210LS0225,N,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1125,NULL,NULL,19681,06:52.0,0217LS5154,N,1125,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.2,NULL,NULL,19765,32:53.0,0217LS5238,N,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,2000,NULL,NULL,18197,00:20.0,0217LS5238,N,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,5000,NULL,NULL,19925,28:42.0,0218LS5252,N,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4800,5/30/2024,NULL,16196,13:37.0,0218LS5253,Y,4800,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,14305,05:52.0,0230RO5161,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8,NULL,NULL,21092,11:37.0,0230RO5163,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4.992,NULL,NULL,21180,35:56.0,0246GV1207,N,4.992,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,21155,NULL,0418RO5198,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.144,NULL,NULL,19808,14:40.0,0418RO5198,N,6.144,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,11.21,NULL,NULL,16402,30:53.0,0418RO5199,N,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,21090,NULL,0418RO5274,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,480,NULL,NULL,21117,NULL,0418RO5274,N,480,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,600,NULL,NULL,21133,11:39.0,0419RO5119,N,600,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,0.64,NULL,NULL,19499,29:55.0,0419RO5164,N,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,1750,NULL,NULL,20769,NULL,0428CF5138,N,1750,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4000,NULL,NULL,19709,04:52.0,0428CF5172,N,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,1500,NULL,NULL,19713,11:20.0,0428CF5172,N,1500,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,4000,NULL,NULL,19930,25:26.0,0428CF5172,Y,4000,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,18,NULL,NULL,15809,28:39.0,0428CF5172,N,18,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,25,NULL,NULL,20869,47:21.0,1105004,N,25,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,21152,NULL,1105004,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,13.6,NULL,NULL,21185,50:52.0,1105095,N,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,12.6,NULL,NULL,14500,21:38.0,1105095,Y,7.6,5,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,9.145,NULL,NULL,19741,41:36.0,1105111,N,9.145,15,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4.425,NULL,NULL,18603,43:36.0,1105111,N,4.425,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8,NULL,NULL,21252,38:57.0,1105111,N,8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,21254,21:53.0,1105111,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,20734,17:12.0,1105111,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,15.635,NULL,NULL,20827,45:45.0,1105113,N,15.635,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,4,NULL,NULL,20367,27:33.0,1105113,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,13.4,NULL,NULL,19112,08:51.0,1105115,N,7.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.605,NULL,NULL,18216,35:55.0,1105115,N,5.605,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,20965,26:29.0,1105115,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,21063,15:26.0,1105115,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,17.7,NULL,NULL,20586,25:23.0,1105249,N,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,20649,42:27.0,1105251,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6.6,NULL,NULL,20939,45:21.0,1105251,N,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,18390,52:51.0,1105251,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,12,NULL,NULL,16230,39:15.0,1105251,N,12,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,15.6,NULL,NULL,16560,48:24.0,1105253,Y,4,11.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,8.74,NULL,NULL,14417,47:41.0,1105253,N,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,20948,23:54.0,1105253,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.13,NULL,NULL,13771,33:10.0,1105254,N,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,15.2,NULL,NULL,14760,10:28.0,1105354,N,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5,NULL,NULL,15360,00:01.0,1105354,N,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,190,NULL,NULL,13594,50:54.0,1105427,N,190,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,17846,37:17.0,1105427,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,20978,56:38.0,1105427,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,10,NULL,NULL,20908,31:57.0,1105427,N,10,7,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,6,NULL,NULL,20554,01:41.0,1105463,Y,6,7,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.4,NULL,NULL,21275,NULL,1105463,N,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,22.6,NULL,NULL,20091,37:47.0,1105582,N,10,11.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,14160,10:02.0,1105582,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,6,NULL,NULL,20884,40:54.0,1105679,N,6,6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,20321,45:37.0,1105691,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,20298,29:30.0,1105722,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,13.865,NULL,NULL,20468,21:21.0,1105722,N,13.865,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,19569,07:52.0,1105722,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,19.584,NULL,NULL,21231,05:57.0,1105722,N,19.584,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,18.29,NULL,NULL,21102,48:50.0,1105722,N,18.29,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.752,NULL,NULL,21220,57:47.0,1105723,N,10.752,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,5.31,NULL,NULL,21251,25:14.0,1105723,N,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,20159,36:49.0,1105723,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,14.4,NULL,NULL,14499,58:09.0,1105723,N,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,220,NULL,NULL,16419,59:18.0,1105723,N,220,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,43.2,NULL,NULL,16722,58:58.0,1105723,N,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,15.4,NULL,NULL,16278,53:54.0,1105724,Y,3.8,11.6,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,11.7,NULL,NULL,20448,01:07.0,1105724,Y,11.7,17.28,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,20979,51:34.0,1105724,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,24,NULL,NULL,19340,40:34.0,1105868,N,24,9.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,17974,36:46.0,1105868,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.248,NULL,NULL,21145,12:38.0,1105869,N,10.248,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,13.5,NULL,NULL,20909,49:31.0,1105870,N,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,30.2,NULL,NULL,14249,20:14.0,1105870,Y,15.2,15,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,22.8,NULL,NULL,14250,43:35.0,1105870,N,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,23,NULL,NULL,19012,05:41.0,1105978,N,11.4,11.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10.62,NULL,NULL,19144,16:04.0,1106094,N,10.62,0,0,0,0,0,0,0,0,0,0,0,0,0
NRESPHOTO,3500,5/1/2024,NULL,17519,37:52.0,1106094,N,3500,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,11.8,NULL,NULL,19721,58:57.0,1106094,N,6,5.8,0,0,0,0,0,0,0,0,0,0,0,0
ESS,0,NULL,NULL,12885,13:46.0,1106104,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,9,NULL,NULL,20847,48:55.0,1106104,N,9,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,22.7,NULL,NULL,20568,54:14.0,1106104,N,15.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,16570,22:39.0,1106107,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,7.6,NULL,NULL,19870,50:46.0,1106108,N,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,3.8,NULL,NULL,20589,15:45.0,1106108,N,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,15.2,NULL,NULL,20936,04:12.0,1106108,N,15.2,10,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,22.8,NULL,NULL,20595,51:58.0,1106121,N,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,0,NULL,NULL,21140,00:08.0,1106121,Y,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,21170,49:58.0,1106121,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
ESS,0,NULL,NULL,21263,28:08.0,1106121,N,0,9.54,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,21273,NULL,1106275,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,15.635,NULL,NULL,21217,03:48.0,1106275,N,15.635,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,6,NULL,NULL,21223,51:13.0,1106275,N,6,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,21.4,NULL,NULL,21103,44:37.0,1106275,N,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,10,NULL,NULL,20974,03:07.0,1106275,N,10,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPHOTO,7.6,NULL,NULL,16341,14:38.0,1106275,N,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
PVESS,19.2,NULL,NULL,17151,49:48.0,1106275,Y,7.6,11.6,0,0,0,0,0,0,0,0,0,0,0,0
